Date,Open,High,Low,Close,Volume,Market Cap
Jun-10-2023,0.710092568037796,0.710092568037796,0.6189043718630938,0.6535267061113529,2079061.520979021,88068775.55244756
Jun-09-2023,0.7012398136056646,0.7197319222520835,0.6952771247746378,0.7099988259211768,969381.7073170731,94073219.51567945
Jun-08-2023,0.7103589550625259,0.7423965086491723,0.6992688845240239,0.7009167589280911,2594580.951219512,94516842.7108014
Jun-07-2023,0.7317271023142168,0.736184219681977,0.6914048080859123,0.709827350406114,10915338.344947735,95058233.02787456
Jun-06-2023,0.730037969188353,0.917199123277286,0.7256526672304028,0.7315129926255878,14902677.81184669,102246546.10452962
Jun-05-2023,0.727392697262467,0.749847884267216,0.6953338818360613,0.7346462231522657,710353.5156794426,95739946.96167247
Jun-04-2023,0.7464260701664742,0.7665718271046681,0.7270298809511642,0.7274399161377729,387378.65853658534,99290455.93379791
Jun-03-2023,0.7635585485812235,0.7648747534362678,0.7301499825764289,0.7463181945405042,747513.393728223,99888504.40418118
Jun-02-2023,0.7591678788578541,0.7910055487975269,0.7405745576685512,0.7633439416065241,1529849.344947735,100513501.90243903
Jun-01-2023,0.7189194473018355,0.7780462276172371,0.7164879639182029,0.768135277557051,963922.4947735191,97458558.64808363
May-31-2023,0.7261548622678845,0.7411256336226312,0.704718376351788,0.7202297597942775,750093.4529616724,95700496.56445993
May-30-2023,0.7234646544822605,0.7582802309830482,0.7124735524548026,0.7262923475889183,381105.04529616726,97808546.19860627
May-29-2023,0.7372627447062982,0.7599899328331303,0.7155917520164703,0.7243815525888506,555903.393728223,97005342.0348432
May-28-2023,0.7066193821487946,0.7607483682333015,0.7053648825199886,0.7374423986409995,298315.21527777775,97779717.85069445
May-27-2023,0.7273154950677484,0.7427510483000924,0.7001276573778552,0.7066193821487946,269253.5763888889,95939035.06597222
May-26-2023,0.7051746288180695,0.7406166083423016,0.7029986267667414,0.7277020263963763,555283.993006993,95523556.43356644
May-25-2023,0.7217836686105377,0.755102978637396,0.7044963761050358,0.7045961305541426,1251857.0175438595,95796001.14385965
May-24-2023,0.7101120158446564,0.7374815412240748,0.6888512289803186,0.7217836686105377,356704.9826388889,94795946.28125
May-23-2023,0.7101209004652046,0.7475872440378749,0.6985334695222305,0.7100424426954379,307206.4466341681,96084692.29418357
May-22-2023,0.7175505917876356,0.7190003044138793,0.7082087226016988,0.7103112212853999,320095.6364184181,94838560.51258987
May-21-2023,0.732559395148191,0.7329512194886513,0.7152258414406489,0.7175505917876356,233922.04267314056,96942560.95978414
May-20-2023,0.7312801642229709,0.737442020166003,0.7271457197927335,0.732559395148191,148861.60657575997,97467217.83664209
May-19-2023,0.7337830714856269,0.7398318402708846,0.7310476015490517,0.7312801642229709,280560.2217335522,98004219.22794524
May-18-2023,0.7406619191103119,0.7509375639920717,0.7259538498203235,0.7337830714856269,386935.87899155886,98250011.79996322
May-17-2023,0.7275700648005714,0.7444005331261491,0.7217483960808957,0.7406619191103119,466132.37051060767,97577090.49593006
May-16-2023,0.7219788284412259,0.7390406330210998,0.7162224529883163,0.7275700648005714,750148.3428387803,96802302.54153219
May-15-2023,0.7085058128300686,0.7339239192626756,0.6995930933373951,0.7219788284412259,353747.90908559336,96014481.01489414
May-14-2023,0.7034960918383729,0.7184943648208771,0.6976995199834526,0.7084380353408806,260274.93349343957,94474971.68672943
May-13-2023,0.7144191366482642,0.7144191366482642,0.7034960918383729,0.7034960918383729,426805.7606947331,94355480.35386097
May-12-2023,0.7021489030773505,0.7762047443791914,0.7008168016117133,0.7144191366482642,890636.418727008,95932707.54286265
May-11-2023,0.7355069958286655,0.7910445494349816,0.6914484285369591,0.7148010528835244,710730.0277777778,98469509.21875
May-10-2023,0.7689086806263966,0.8665294084287667,0.7130121258448417,0.7310301346401499,604061.3784722222,102535154.4375
May-09-2023,0.7367402262344983,0.7845394143687479,0.6896815806471467,0.7689086806263966,828926.7456445993,98770737.03135888
May-08-2023,0.8032430389663767,0.8071013945059343,0.710057309079977,0.710057309079977,973773.375,101218454.43055555
May-07-2023,0.7871131157556661,0.8304468674183253,0.7690060017999663,0.8048776859819965,732758.6493055555,106377875.0486111
May-06-2023,0.9328299032963729,0.9328299032963729,0.7655024214161293,0.7864961630762839,722622.1319444445,106862017.59722222
May-05-2023,0.8199026788247104,0.9308769079924821,0.7865458347668476,0.9308769079924821,744133.84375,109751628.7673611
May-04-2023,0.8343187963135421,0.8557457348881125,0.7869664774130052,0.8123490007488943,666667.2083333334,109050999.71875
May-03-2023,0.8054609729624387,0.8470909773004434,0.7805266458428697,0.8470909773004434,727502.6222222223,107535877.53703703
May-02-2023,0.830975528297267,0.8748624159989237,0.7781234527622967,0.7993753995825172,776926.8993055555,107546881.875
May-01-2023,0.8404888945104925,0.8837175388215707,0.7884688051349368,0.830975528297267,833905.4270833334,111605281.44444445
Apr-30-2023,0.8666394275062277,0.8902428458668452,0.8070372607891952,0.8404888945104925,841403.3819444445,112690093.13541667
Apr-29-2023,0.8186208012901414,0.8889344502362545,0.8105305926355636,0.8655277475704568,787457.8368055555,112737840.46875
Apr-28-2023,0.8523074012121006,0.8795939611153453,0.8049751346637578,0.8541722644794463,942738.0520833334,111987192.2013889
Apr-27-2023,0.8085767412083096,0.8725221175180655,0.806014200996805,0.8523074012121006,952121.5226480836,111074645.63763066
Apr-26-2023,0.8599341465568576,0.8867504358383977,0.7776582783692605,0.8085767412083096,749491.6805555555,112362896.6076389
Apr-25-2023,0.8279977062855648,0.8601872324842346,0.7925887606326383,0.8601872324842346,597804.7916666666,108929468.2326389
Apr-24-2023,0.824237172700223,0.8414363458378845,0.7960057563436567,0.8292505523634813,724066.2569444445,108179834.91319445
Apr-23-2023,0.8307918732377931,0.8471829238558322,0.7994132793334273,0.8237455906642711,1095505.201388889,109521160.34722222
Apr-22-2023,0.8109913471231629,0.8479682811142144,0.7951021813617449,0.8377025540080074,1154547.7465277778,109788731.16319445
Apr-21-2023,0.853301010818623,0.8573626462115044,0.8028703438284351,0.8149149593432321,953435.0416666666,111276941.00694445
Apr-20-2023,0.8755185182104827,0.8857903466518906,0.8299111615915075,0.8528518604704143,1457819.6631944445,114670285.55208333
Apr-19-2023,0.925917612271331,0.9383775040116855,0.8677305550202038,0.8736601211201375,1557845.1180555555,119577403.55902778
Apr-18-2023,0.9192601211590188,0.9443237580540635,0.9001246155038045,0.9173983620769283,1829978.9965277778,123129750.125
Apr-17-2023,0.9459195777457665,0.9540498755813467,0.9019560359670554,0.9113626802404304,1892128.1457381633,123957806.98708811
Apr-16-2023,0.9046975077212487,0.9642865787091011,0.8976177544143459,0.9459195777457665,1087861.1809607847,123857038.0922526
Apr-15-2023,0.938557442257181,0.9468561374292512,0.8991069639107399,0.9231482991463389,1045819.8319766461,122627673.20989673
Apr-14-2023,0.9130787138774707,0.9418830649261827,0.895271222625067,0.938557442257181,1281285.4375,122679813.07734029
Apr-13-2023,0.8958565361324135,0.9325081265386487,0.8854432589136099,0.9130787138774707,1157232.1121399177,121380500.41856335
Apr-12-2023,0.91588155453525,0.9333520643999494,0.882305842209508,0.8958617141621317,1077389.4989130434,120545097.26056343
Apr-11-2023,0.9020681914564358,0.9360437139738769,0.8940041562289955,0.9160025987496232,1201865.9394273127,122587985.6823181
Apr-10-2023,0.8863132593027776,0.9191436950488866,0.8760811622270483,0.9020681914564358,1007182.736968085,118772978.20323758
Apr-09-2023,0.8947020917736543,0.9059747333201021,0.8695310169262169,0.8811825102983367,1026863.0353773584,118176812.747843
Apr-08-2023,0.9138723076468429,0.9140780363153465,0.8801902867614422,0.8947020917736543,1199927.6693877552,119735490.47580044
Apr-07-2023,0.9507261582132882,0.9507261582132882,0.9048965329367586,0.9132005201944114,7550494.320833334,122561745.40864322
Apr-06-2023,0.9011680793922051,1.0242725283425813,0.8995387168071668,0.9519108695439021,6779634.505747126,125898330.31116043
Apr-05-2023,0.8962185570794765,0.9321934001727593,0.8889308853056731,0.9011680793922051,1358273.0697424894,120943733.33486979
Apr-04-2023,0.8712596969378518,0.9048826613148125,0.8556789939373031,0.8959581562102545,1223791.7458847736,117719184.7542486
Apr-03-2023,0.8909122345251723,0.9043299674689644,0.8482253878323324,0.8631155173378896,1226952.736111111,116970983.01043378
Apr-02-2023,0.8986210867180741,0.9071093832022608,0.8724639288774556,0.8909122345251723,1130618.7463080168,118801233.95627587
Apr-01-2023,0.8941625126115599,0.9124316608585685,0.8840603255793189,0.8986387708069805,950115.7684782608,119755208.97216822
Mar-31-2023,0.8817841694204326,0.9006330334008521,0.8640684665374301,0.8902726272384847,924717.7379807692,117793952.96456811
Mar-30-2023,0.8912762172099887,0.9031713615492293,0.8627913050268536,0.8817841694204326,1032344.2944915254,117882504.89448465
Mar-29-2023,0.87177311860637,0.9022545665671512,0.865985689341291,0.8912762172099887,1563575.1169678716,118075851.06209928
Mar-28-2023,0.8624512838575896,0.8892439966632678,0.8488121835371792,0.8712218533013648,2213742.8119517546,115480204.29913932
Mar-27-2023,0.909878347799742,0.9235468924646517,0.8570459865940382,0.8624512838575896,1660817.1877572017,118361609.595023
Mar-26-2023,0.8835877274916473,0.9191613722807919,0.871316793670569,0.9084524112431566,1193902.0204678362,119264107.92995429
Mar-25-2023,0.8783235389047795,0.8956738248732856,0.8636306624895195,0.8835877274916473,1307983.9325313808,116956209.9420684
Mar-24-2023,0.9036915356969709,0.9118290609107571,0.8644450885028403,0.8762955245783456,1508815.5666322315,118786322.70538926
Mar-23-2023,0.8628864319137215,0.9166135914250214,0.856816455060332,0.8980747414992991,1748708.326388889,118012484.89208692
Mar-22-2023,0.9288957862282318,0.943840872991514,0.840550924351244,0.8605695746617854,1040547.7904858299,119854975.15991186
Mar-21-2023,0.8775923483510245,0.9283344208830772,0.8520847280221192,0.9264325193746102,1267826.3151041667,118681243.91797504
Mar-20-2023,0.9016901911242746,0.9473539237605113,0.858145192550371,0.858145192550371,1172700.4997568093,119918670.12094249
Mar-19-2023,0.8676261252954278,0.934797829604924,0.8666699168348628,0.9016901911242746,1250009.596055328,119142567.51739098
Mar-18-2023,0.909728756869959,0.937291826780008,0.8676261252954278,0.8676261252954278,1377791.1070675105,120501590.85099383
Mar-17-2023,0.8429166611626342,0.9189350497554409,0.834394492718956,0.909728756869959,1204775.619,117433120.34404261
Mar-16-2023,0.8031524925485487,0.8556056493822795,0.8031524925485487,0.8457229395171407,2317228.6122881356,110043260.824002
Mar-15-2023,0.8840629109633241,0.9005830697971313,0.794154130581395,0.8031545667792306,2197020.4537601625,114727194.81076267
Mar-14-2023,0.857886643698662,0.9142250880957126,0.8284300346149257,0.8840629109633241,2111975.9695,115572437.95237023
Mar-13-2023,0.7949086497045088,0.8622596551899262,0.7920201298533696,0.8550624070417017,1681667.4385416666,110014128.77642873
Mar-12-2023,0.7517059381585374,0.7999864445206966,0.738302033302864,0.796940476746302,1889481.6775210083,100557917.12577386
Mar-11-2023,0.7595016400496459,0.77351585891728,0.7233726202132211,0.7490385945464476,1698577.9604978354,99627559.94785912
Mar-10-2023,0.7645164789206119,0.7771922139361185,0.7250255905639298,0.7575401322434733,2133290.994855967,100965328.78321525
Mar-09-2023,0.8146167257133821,0.8440610994803297,0.7560755707975255,0.7645164789206119,1532312.638211382,108577060.05552906
Mar-08-2023,0.8386820461292791,0.8562616462221173,0.8025715960988818,0.8149024651038697,1154405.7598253274,110536004.10871421
Mar-07-2023,0.8483864050137832,0.8653264059525138,0.8273383563831553,0.8415752324180412,996630.652281746,112814324.77579361
Mar-06-2023,0.8557785660707541,0.8560823553885989,0.8335331318674936,0.8483864050137832,1325235.0200892857,112656450.5238489
Mar-05-2023,0.8646996903953461,0.8692565230821531,0.8492298366938623,0.8538933520984141,2505202.907142857,115069717.47774288
Mar-04-2023,0.8657459445894387,0.9008276481004308,0.8549080172682759,0.8661244174119758,1615000.8878755365,115401749.00733714
Mar-03-2023,0.8970008154238402,0.9026714531512088,0.8250850276781176,0.8657459445894387,1720565.4357142858,114608477.67230459
Mar-02-2023,0.9024597203189756,0.9132393404294133,0.8869575676156655,0.8932970041149777,1327693.2234299516,119351546.28932571
Mar-01-2023,0.8885191111382152,0.9151189465316614,0.8778171954548505,0.9024597203189756,1369189.8434782608,120211252.63441278
